"geography","estimatedsalary","balance","numofproducts","exited"
"France",5278.78,136674.51,2,FALSE
"Spain",113244.73,200322.45,1,FALSE
"Spain",8908,0,2,FALSE
"Spain",64490.67,80927.56,1,FALSE
"France",154971.63,0,3,TRUE
"Spain",155786.39,0,2,FALSE
"Germany",129084.82,142574.71,2,FALSE
"Germany",188533.11,160426.07,1,FALSE
"France",13411.67,116160.23,1,FALSE
"Spain",15733.19,98683.47,2,FALSE
"France",73127.61,118829.03,2,FALSE
"France",101704.19,118870.92,1,FALSE
"France",101986.16,0,1,FALSE
"France",114442.66,0,1,FALSE
"France",15669.17,107192.38,1,FALSE
"France",157486.1,108010.78,1,FALSE
"Spain",131281.28,0,2,FALSE
"France",197001.15,129837.72,2,FALSE
"Germany",128881.87,106458.31,4,TRUE
"France",85101,97009.15,1,FALSE
"Spain",149822.04,122929.42,2,FALSE
"Germany",108040.86,152296.83,4,TRUE
"France",135795.53,0,2,FALSE
"Spain",25867.67,0,1,TRUE
"France",130483.56,128993.76,2,FALSE
"France",183479.12,0,1,FALSE
"Germany",77027.34,185267.45,2,FALSE
"France",94141.75,0,2,FALSE
"Spain",4092.75,116805.82,1,FALSE
"Germany",109257.59,129750.68,1,FALSE
"Germany",104617.99,129177.01,2,FALSE
"Germany",167705.07,82506.72,2,FALSE
"Germany",103712.05,107247.69,1,TRUE
"Spain",161242.99,0,1,TRUE
"Germany",6089.13,157780.93,2,FALSE
"France",159777.37,172170.36,1,FALSE
"Spain",7919.08,0,2,FALSE
"France",188274.6,0,1,FALSE
"Spain",27608.12,75361.44,1,TRUE
"France",183569.25,0,2,FALSE
"Spain",145537.32,0,2,FALSE
"France",164717.95,98263.46,2,FALSE
"France",76357.43,0,2,FALSE
"Germany",120158.72,109308.79,2,TRUE
"Spain",151843.54,0,2,FALSE
"Germany",5698.97,164365.44,1,FALSE
"Spain",122865.55,98800,1,FALSE
"France",152665.85,193125.85,1,FALSE
"France",192131.77,51522.75,1,FALSE
"France",62851.6,84284.48,2,FALSE
"Spain",140941.47,0,2,FALSE
"France",56767.67,119889.84,1,TRUE
"France",177235.23,137910.45,1,FALSE
"France",86242.18,0,2,FALSE
"France",34215.58,100116.82,1,FALSE
"Germany",44406.17,166082.15,2,FALSE
"France",165196.65,0,2,FALSE
"Spain",34542.41,0,1,FALSE
"France",74838.64,148595.55,1,TRUE
"Germany",36980.54,94078.97,2,FALSE
"Spain",111676.63,0,2,FALSE
"France",25858.68,0,1,FALSE
"Germany",177028,164948.98,3,TRUE
"France",30990.16,140549.4,1,TRUE
"France",136915.15,152509.25,1,FALSE
"France",108457.99,191864.51,1,TRUE
"France",131609.48,96418.09,1,TRUE
"Spain",159737.56,131945.94,1,FALSE
"France",142238.54,0,2,FALSE
"Germany",105890.55,142910.15,1,TRUE
"France",194270.91,0,2,FALSE
"France",105443.47,146311.58,1,FALSE
"France",173899.42,87894.26,1,TRUE
"France",122823.34,97445.49,2,FALSE
"France",13181.37,0,1,TRUE
"Spain",140780.8,0,2,FALSE
"France",78560.64,154485.74,2,FALSE
"France",185855.21,115625.07,1,FALSE
"France",128276.95,108396.67,1,FALSE
"Germany",140197.42,65095.41,2,FALSE
"Germany",32462.39,103018.45,1,TRUE
"France",162253.9,84764.79,1,FALSE
"France",30498.7,0,2,FALSE
"Spain",90280.7,115680.81,1,FALSE
"France",32615.21,0,2,FALSE
"Germany",196142.26,73088.06,2,FALSE
"Germany",16998.72,150905.03,2,FALSE
"Spain",62980.96,143054.85,1,FALSE
"Spain",185660.3,0,2,FALSE
"France",77331.77,0,2,FALSE
"Germany",97338.62,99948.45,1,FALSE
"France",67234.33,115451.05,2,FALSE
"Germany",143783.28,108235.91,1,FALSE
"France",77661.12,0,1,TRUE
"Spain",89123.99,98795.61,2,FALSE
"France",70810.8,0,2,FALSE
"France",17550.49,0,2,FALSE
"France",21497.27,0,2,FALSE
"Germany",124749.08,113146.98,2,FALSE
"Germany",36051.46,162532.14,3,TRUE
"Spain",143681.83,92053.44,1,FALSE
"France",150694.58,0,2,FALSE
"France",170487.4,0,3,TRUE
"Germany",97684.46,104944.1,1,FALSE
"France",53520.03,0,2,FALSE
"France",15200.61,0,2,FALSE
"France",196894.62,107879.04,1,FALSE
"Germany",4969.13,110356.42,1,TRUE
"France",26229.24,0,2,FALSE
"Spain",134034.32,109783.69,2,FALSE
"France",198032.93,149777,1,FALSE
"France",119882.86,104339.56,1,FALSE
"Spain",133102.3,85818.18,1,FALSE
"France",176395.02,212692.97,1,FALSE
"Germany",193179.88,89696.84,2,FALSE
"France",125062.02,0,2,FALSE
"Germany",143287.58,68067.24,1,FALSE
"Spain",87236.4,148564.66,1,FALSE
"France",93769.89,136354.16,1,FALSE
"France",88965.46,122214,1,FALSE
"France",30793.61,0,2,FALSE
"Germany",74532.02,119684.88,2,FALSE
"France",113086.08,135139.33,1,FALSE
"Germany",32574.01,146100.75,1,TRUE
"Spain",130113.78,123110.9,3,TRUE
"Germany",104722.47,111760.4,3,TRUE
"France",14559.62,110728.39,1,FALSE
"France",598.8,121558.46,1,FALSE
"Germany",129697.99,120623.21,1,FALSE
"France",36315.03,114713.57,1,FALSE
"Germany",1114.12,103457.76,1,FALSE
"Germany",70954.41,101134.87,2,FALSE
"Germany",73470.98,78136.36,2,FALSE
"France",91573.19,0,2,FALSE
"Spain",3154.95,133446.34,1,FALSE
"France",88187.81,0,2,FALSE
"Germany",118855.26,108076.33,1,TRUE
"France",125256.53,131354.25,1,FALSE
"Germany",39016.43,62974.64,2,FALSE
"Germany",145796.49,143340.44,1,FALSE
"Germany",168816.22,116993.43,2,FALSE
"France",73322,58662.92,2,FALSE
"Spain",113677.53,128808.65,3,TRUE
"France",124607.7,137555.44,1,FALSE
"Germany",11276.48,142393.11,1,FALSE
"France",136620.64,0,2,FALSE
"France",70523.92,125785.23,1,FALSE
"France",51980.25,136444.25,1,TRUE
"Spain",113481.02,121527.4,1,FALSE
"Germany",49025.79,144696.75,1,FALSE
"France",145937.99,0,2,FALSE
"France",25161.61,0,2,FALSE
"Germany",175753.55,128140.17,1,TRUE
"France",24903.09,120383.41,1,FALSE
"France",169719.35,0,3,TRUE
"France",179565.57,129735.3,2,FALSE
"Spain",115337.74,185078.26,1,TRUE
"France",48131.92,0,2,FALSE
"France",160828.98,0,1,FALSE
"Spain",145151.96,0,2,FALSE
"France",196293.76,144591.96,1,FALSE
"France",161653.5,0,2,TRUE
"France",84635.64,0,2,FALSE
"France",159486.76,0,1,FALSE
"Germany",38596.34,100194.44,1,FALSE
"Germany",27814.74,145295.31,2,FALSE
"Germany",183893.31,106070.29,2,FALSE
"Germany",140803.7,120621.89,1,FALSE
"France",146585.53,0,2,FALSE
"France",40062.29,0,2,FALSE
"France",181300.32,0,1,FALSE
"Germany",84136.12,171283.91,1,FALSE
"France",197594.34,0,2,FALSE
"Germany",125953.83,128218.47,1,TRUE
"France",75465.41,0,2,FALSE
"Germany",177737.07,77776.39,1,FALSE
"Germany",7144.46,124978.19,2,FALSE
"France",155639.76,0,2,FALSE
"France",162428.05,0,1,FALSE
"Spain",12457.76,109799.55,2,TRUE
"France",14917.09,0,2,FALSE
"Germany",182184.09,125397.21,1,TRUE
"Spain",129984.2,0,2,FALSE
"Germany",194872.97,111347.37,2,FALSE
"Spain",117507.11,104291.41,2,FALSE
"Germany",157527.6,94867.18,2,TRUE
"France",92612.88,0,2,FALSE
"France",74850.84,135703.59,2,FALSE
"Germany",127413,106453.53,2,FALSE
"France",69584.3,132412.38,1,TRUE
"Germany",198814.24,124401.6,1,TRUE
"France",162643.15,118022.06,3,TRUE
"Germany",114092.52,82531.11,1,FALSE
"Spain",68860.3,184552.12,1,TRUE
"Germany",16150.34,127278.31,1,FALSE
"Spain",115227.02,0,1,FALSE
"France",170621.55,0,2,FALSE
"Germany",103099.22,184244.86,1,FALSE
"France",172495.81,59669.43,1,TRUE
"France",38772.82,79543.59,1,FALSE
"France",44946.29,151553.19,1,FALSE
"Germany",146007.7,166527.88,2,FALSE
"Germany",145558.42,150329.15,1,FALSE
"France",193312.33,121911.59,1,FALSE
"France",40257.79,156773.78,2,FALSE
"Spain",46677.9,127864.26,1,FALSE
"France",153887.93,113709.28,1,TRUE
"Germany",103108.33,79974.55,1,FALSE
"France",58652.23,0,2,FALSE
"France",91624.11,0,1,TRUE
"Spain",65986.48,0,1,TRUE
"France",113845.19,144427.96,2,FALSE
"France",67607.9,99263.09,1,FALSE
"France",145471.94,79368.87,2,FALSE
"France",124071.71,0,2,FALSE
"Spain",67502.12,0,2,FALSE
"France",78707.97,0,3,FALSE
"France",171189.83,125095.94,1,TRUE
"Germany",149381.32,162485.8,2,FALSE
"Germany",100335.55,95668.82,2,FALSE
"France",152698.24,0,2,FALSE
"Spain",41192.95,0,2,FALSE
"France",132540.33,0,1,FALSE
"France",96875.52,74197.38,2,FALSE
"France",152305.47,89688.94,1,FALSE
"Spain",49672.01,103121.33,2,FALSE
"Spain",133997.53,0,1,FALSE
"Germany",50454.8,120170.07,1,FALSE
"France",16402.11,149136.31,2,FALSE
"France",67803.83,141136.79,1,FALSE
"France",9241.78,152341.55,1,FALSE
"France",100601.73,120026.98,2,FALSE
"Spain",98734.15,132168.28,1,FALSE
"Germany",160574.09,85200.82,2,FALSE
"Spain",26015.8,84903.33,2,FALSE
"France",187172.54,0,2,FALSE
"France",55763.66,0,1,FALSE
"Spain",75848.22,0,1,FALSE
"France",40313.47,121535.18,1,FALSE
"Spain",23864.21,116662.96,2,FALSE
"France",51380.9,0,2,FALSE
"Germany",93551.36,124829.16,1,FALSE
"Spain",169415.54,155180.56,2,FALSE
"Germany",6935.31,108262.87,1,FALSE
"Spain",25399.7,0,2,FALSE
"France",66256.27,0,2,FALSE
"Spain",114709.13,0,1,TRUE
"Germany",158357.97,99812.88,2,FALSE
"France",164815.59,132164.26,1,FALSE
"Germany",132127.69,103583.05,1,TRUE
"Germany",146637.45,142406.43,2,FALSE
"Spain",90256.06,99842.5,2,TRUE
"France",34827.43,0,2,FALSE
"France",22074.48,0,1,FALSE
"France",109805.17,81042.42,1,FALSE
"France",100478.6,0,1,TRUE
"France",97416.34,0,2,FALSE
"France",24207.86,199689.49,1,TRUE
"France",69132.66,142645.43,1,FALSE
"Spain",9376.89,0,2,FALSE
"Germany",43046.7,110219.14,1,TRUE
"Spain",20856.31,0,2,FALSE
"France",187048.72,0,2,FALSE
"Spain",53420.53,0,2,FALSE
"France",37013.29,142072.02,1,FALSE
"France",89566.64,0,2,FALSE
"Germany",149913.84,149564.61,1,FALSE
"France",18066.69,0,2,FALSE
"Germany",26912.34,153366.13,1,FALSE
"France",173511.72,76467.16,1,FALSE
"France",146785.44,121508.28,1,FALSE
"Spain",1050.33,0,1,FALSE
"Spain",89587.34,73211.12,2,TRUE
"France",74405.34,0,2,FALSE
"France",54409.48,0,2,FALSE
"Spain",3647.57,92674.94,2,FALSE
"Spain",198874.52,96196.24,4,TRUE
"Germany",53412.54,114391.62,1,FALSE
"Germany",194867.78,80262.66,1,FALSE
"Spain",150452.88,173331.52,1,FALSE
"Spain",57807.05,147285.52,1,FALSE
"Spain",107534.32,119785.47,2,FALSE
"Spain",194073.33,140137.15,1,FALSE
"Germany",126233.18,107467.56,1,TRUE
"Germany",182354.46,98218.04,2,TRUE
"Germany",120586.32,133607.75,1,FALSE
"France",50578.4,0,2,FALSE
"France",86575.46,95139.41,1,FALSE
"France",153392.28,0,2,FALSE
"Spain",115509.59,0,2,FALSE
"France",82176.48,0,2,FALSE
"Germany",63717.49,97331.19,1,FALSE
"Germany",198745.94,139265.63,2,FALSE
"France",5719.11,0,1,FALSE
"Spain",20058.61,168094.01,1,FALSE
"Germany",170638.98,131563.88,2,FALSE
"France",30607.11,0,2,FALSE
"France",37171.46,0,2,FALSE
"France",42589.33,0,1,FALSE
"Germany",66799.28,107363.29,1,FALSE
"France",101866.39,94493.03,1,FALSE
"Germany",49284,170214.23,2,FALSE
"France",27445.4,139781.06,1,TRUE
"France",70760.69,0,2,FALSE
"Spain",104502.02,148610.41,3,TRUE
"France",165407.96,170241.7,2,FALSE
"France",113580.79,128306.83,1,FALSE
"France",45978.39,0,2,FALSE
"France",152012.36,0,1,FALSE
"Germany",77349.92,175454,1,FALSE
"Spain",47322.05,0,2,FALSE
"France",38772.65,100885.93,2,FALSE
"France",24489.44,93320.8,1,FALSE
"Germany",14466.08,63176.44,2,FALSE
"France",63142.12,139451.67,1,FALSE
"France",41858.43,49113.75,1,FALSE
"Germany",127443.82,123906.22,3,TRUE
"France",84151.98,0,2,FALSE
"France",58595.64,0,2,FALSE
"Germany",37240.11,131441.51,1,TRUE
"France",114522.68,0,1,TRUE
"France",72549.27,136325.48,2,TRUE
"Germany",176712.59,113150.44,2,TRUE
"Spain",152855.96,0,1,FALSE
"France",73371.65,0,2,FALSE
"Germany",70323.68,102785.16,1,FALSE
"Spain",9663.28,83264.28,1,FALSE
"Germany",142514.66,72252.64,2,FALSE
"Germany",118623.94,148051.52,1,FALSE
"France",68400.14,138489.66,1,FALSE
"France",115291.86,0,2,FALSE
"France",170382.99,111589.33,1,FALSE
"Germany",112946.67,122104.79,1,TRUE
"Germany",79812.77,96106.83,1,FALSE
"Germany",19862.78,115930.87,1,FALSE
"Germany",158610.89,124513.66,2,FALSE
"France",191212.63,0,1,TRUE
"Spain",61931.21,0,1,FALSE
"France",58043.02,0,1,TRUE
"Spain",22247.27,100988.39,2,FALSE
"France",31448.52,118577.24,1,FALSE
"Spain",146875.86,0,2,FALSE
"France",116081.93,0,2,FALSE
"France",73669.94,0,1,TRUE
"Spain",93959.96,0,2,FALSE
"Spain",158918.03,0,2,FALSE
"France",198193.75,113311.11,1,FALSE
"France",13160.03,0,1,FALSE
"France",4660.91,0,2,FALSE
"Germany",180197.74,124365.42,1,TRUE
"France",63023.02,147249.29,2,FALSE
"France",118971.74,103688.19,1,FALSE
"France",154700.61,138740.24,2,FALSE
"Spain",97577.17,111900.14,1,FALSE
"Spain",48990.5,152760.24,1,FALSE
"Germany",140262.96,143966.3,2,TRUE
"France",130189.53,141556.96,1,FALSE
"France",16301.91,0,2,FALSE
"France",126962.41,0,2,FALSE
"France",158750.53,0,1,FALSE
"France",199644.2,0,2,FALSE
"France",144272.71,0,1,TRUE
"France",98320.27,0,2,FALSE
"France",64129.03,162560.32,1,FALSE
"Germany",181221.09,123229.46,1,FALSE
"Spain",163809.08,76665.71,2,FALSE
"France",171457.06,140278.99,3,TRUE
"France",15801.02,0,2,FALSE
"France",102950.79,115764.32,2,FALSE
"Germany",174918.46,131142.53,2,FALSE
"France",193160.25,68375.27,1,TRUE
"Germany",5831,117833.3,3,TRUE
"Spain",82298.59,0,2,FALSE
"France",130686.59,0,2,FALSE
"France",52885.23,0,1,TRUE
"Spain",68985.99,111093.01,1,FALSE
"Spain",35367.19,132657.55,1,FALSE
"France",196241.94,128882.49,1,TRUE
"Germany",170705.53,69129.59,1,FALSE
"France",126477.41,0,2,FALSE
"France",159618.17,121404.64,1,FALSE
"Spain",195395.33,131355.3,3,TRUE
"France",168285.85,102097.33,1,FALSE
"France",138052.51,154863.15,1,FALSE
"Spain",71179.31,99945.93,2,FALSE
"Germany",55556.3,121704.32,2,FALSE
"Spain",31705.19,0,2,FALSE
"Germany",186118.93,138782.76,1,FALSE
"France",195580.28,0,2,FALSE
"France",54113.38,136291.71,1,FALSE
"Germany",127528.84,107856.57,2,FALSE
"Germany",60231.74,108348.66,1,TRUE
"France",156878.42,93871.95,3,TRUE
"Spain",182784.11,0,1,TRUE
"Germany",129690.5,125860.2,1,FALSE
"France",113860.81,172713.44,1,FALSE
"France",184524.74,0,2,FALSE
"Spain",36124.98,0,1,FALSE
"France",121316.07,130786.92,1,FALSE
"France",185630.76,112367.34,1,FALSE
"Spain",71133.12,91091.06,2,FALSE
"France",32020.42,106198.5,1,FALSE
"France",162760.96,142669.93,2,FALSE
"France",175178.56,112833.35,1,FALSE
"France",177099.71,0,2,FALSE
"Spain",66406.37,0,2,FALSE
"Germany",59559.81,104336.43,2,FALSE
"France",175750.21,104305.74,1,FALSE
"Germany",174311.3,140187.1,2,FALSE
"France",171716.81,0,2,FALSE
"France",189362.39,114959.12,1,TRUE
"France",180716.1,164704.38,1,TRUE
"France",116977.89,119096.55,1,FALSE
"France",185105.44,0,2,FALSE
"France",35046.97,0,1,TRUE
"Spain",36251,0,1,FALSE
"France",103174.5,115465.28,1,FALSE
"France",122642.09,0,2,FALSE
"Spain",122937.57,184926.61,1,FALSE
"Germany",8757.39,85957.88,2,FALSE
"France",125782.29,114084.6,1,FALSE
"Spain",122487.73,166930.76,2,FALSE
"France",20066.38,0,1,FALSE
"France",55473.15,0,2,FALSE
"France",38962.94,107193.82,2,FALSE
"France",63795.8,116275.12,1,FALSE
"Spain",163060.43,0,2,FALSE
"France",26578.69,91068.56,1,FALSE
"Germany",5066.76,123049.21,1,FALSE
"France",140497.67,0,2,FALSE
"France",146156.98,0,2,FALSE
"France",199316.19,137781.65,1,FALSE
"Germany",103944.37,108128.96,2,FALSE
"Spain",138021.36,105317.73,2,FALSE
"France",68621.98,80569.73,1,FALSE
"France",28149.06,174852.89,1,FALSE
"Spain",135169.76,89158.94,3,TRUE
"France",116537.96,0,2,FALSE
"France",105922.69,89800.14,1,FALSE
"Germany",88211.12,101207.75,1,TRUE
"France",26900.63,106086.42,2,FALSE
"France",3494.02,0,2,FALSE
"France",113163.17,0,2,FALSE
"Spain",19324.5,101440.36,2,FALSE
"France",189678.7,0,2,FALSE
"France",26387.71,106603.74,2,FALSE
"Germany",106276.55,130420.2,2,FALSE
"France",45015.38,0,1,FALSE
"Spain",173495.77,45022.23,1,FALSE
"Germany",52581.96,74298.43,1,FALSE
"Germany",146339.27,133003.03,1,TRUE
"Spain",182609.97,0,2,FALSE
"Spain",197890.65,136689.66,1,FALSE
"France",6225.63,0,2,FALSE
"France",123977.86,0,2,TRUE
"France",170195.4,102520.37,1,FALSE
"France",114190.3,0,2,FALSE
"France",27022.57,0,2,FALSE
"Spain",59457,88382.01,1,FALSE
"France",165038.41,115049.15,2,FALSE
"France",154181.41,104796.54,1,FALSE
"France",134960.98,123082.08,1,FALSE
"Spain",65708.5,0,2,FALSE
"France",117374.22,0,2,FALSE
"France",77703.19,0,2,FALSE
"Germany",177651.38,88311.48,2,FALSE
"France",60954.45,0,3,FALSE
"France",151924.9,71872.19,1,FALSE
"Spain",26318.73,110046.93,2,FALSE
"France",147557.71,104430.08,1,FALSE
"France",125918.17,0,2,FALSE
"Germany",190803.37,138653.51,1,FALSE
"France",11043.54,102575.04,1,FALSE
"France",119100.05,137780.74,2,TRUE
"Spain",140579.17,0,2,FALSE
"France",37731.95,0,2,FALSE
"France",1852.58,105209.54,1,FALSE
"Germany",172049.84,109570.21,2,FALSE
"Germany",133591.11,118715.86,1,TRUE
"France",192751.18,0,2,FALSE
"Germany",193828.27,153393.18,2,FALSE
"Germany",55775.72,132603.36,1,FALSE
"Spain",102280.29,0,2,FALSE
"Germany",44965.44,129398.01,2,FALSE
"Spain",170661.02,0,2,FALSE
"France",197145.89,151352.74,1,FALSE
"France",192359.9,136836.49,1,TRUE
"France",141210.18,91592.06,1,TRUE
"France",100557.03,0,2,FALSE
"France",130805.54,0,1,TRUE
"France",92606.98,0,2,FALSE
"France",123956.83,165536.28,2,FALSE
"Germany",102758.43,62482.95,1,FALSE
"France",94876.65,68155.59,1,FALSE
"Spain",94811.85,55853.33,2,TRUE
"France",67840.81,0,2,FALSE
"France",4050.57,79589.43,1,FALSE
"Spain",134665.25,100880.76,1,FALSE
"Germany",181647.13,174330.35,2,FALSE
"France",33282.84,143390.51,1,FALSE
"Germany",27965,91415.76,1,TRUE
"Germany",68343.53,134366.42,1,FALSE
"France",198161.07,0,2,FALSE
"Spain",196858.4,88786.81,1,FALSE
"Germany",120511.03,96814.46,2,FALSE
"Germany",30886.35,160680.41,1,FALSE
"France",2743.69,0,2,FALSE
"France",167778.62,0,2,FALSE
"Germany",132404.64,145537.21,1,FALSE
"France",144423.17,0,2,TRUE
"France",181204.5,0,2,FALSE
"Spain",182726.22,119370.11,1,TRUE
"Spain",120880.72,0,2,FALSE
"Germany",26812.89,134381.52,1,TRUE
"Germany",66732.63,114888.74,2,TRUE
"Germany",100834.22,149332.48,2,FALSE
"France",107815.31,105061.74,3,TRUE
"France",34665.79,0,2,FALSE
"France",147093.84,0,1,TRUE
"France",36942.35,0,1,FALSE
"France",16460.77,155062.8,1,FALSE
"Spain",45610.63,88798.34,1,FALSE
"France",184954.11,0,2,FALSE
"Germany",47795.43,143139.87,1,TRUE
"Spain",196789.9,0,2,FALSE
"Germany",173425.68,107027.52,1,FALSE
"France",36221.18,140720.93,1,FALSE
"France",174738.2,80964.57,2,FALSE
"France",67131.3,178585.46,1,TRUE
"Spain",165692.03,135889.13,1,FALSE
"France",194691.95,134919.85,1,FALSE
"Germany",129525.5,115130.34,1,TRUE
"Spain",146511.2,138190.13,2,FALSE
"Germany",51752.18,131519.49,2,FALSE
"Spain",35418.69,0,1,TRUE
"Germany",57995.74,126935.98,2,FALSE
"France",108152.75,133707.09,1,FALSE
"France",166144.98,97893.2,1,FALSE
"France",101737.8,127900.03,1,FALSE
"France",33326.71,143835.47,1,FALSE
"France",81140.09,0,2,FALSE
"France",140173.17,0,1,TRUE
"France",166513.49,0,1,TRUE
"France",103232.6,129596.77,1,FALSE
"Spain",120736.04,0,2,FALSE
"Germany",15832.43,110407.44,2,TRUE
"France",188772.45,0,2,FALSE
"Germany",114323.66,142015.76,2,FALSE
"Spain",181534.04,81370.07,1,FALSE
"Germany",102640.52,69329.47,1,TRUE
"France",158585.17,116755.5,2,TRUE
"Spain",178722.24,83870.33,1,FALSE
"France",153955.38,130694.89,2,TRUE
"Spain",65374.86,117451.47,1,FALSE
"Germany",102986.15,206868.78,2,FALSE
"France",136643.84,111695.62,1,FALSE
"France",77063.63,137285.26,4,TRUE
"France",9633.01,149218.39,1,FALSE
"France",43496.36,0,2,FALSE
"Spain",24267.28,0,2,FALSE
"Germany",59354.24,130701.29,1,TRUE
"Spain",28269.86,0,2,FALSE
"France",143162.34,167949.48,1,FALSE
"France",20199.3,131254.81,1,FALSE
"France",48606.92,0,2,FALSE
"Spain",89013.67,0,2,FALSE
"Spain",59890.29,86656.13,1,FALSE
"Germany",106655.88,114737.26,1,TRUE
"France",156439.56,0,2,FALSE
"France",24176.44,0,1,FALSE
"Germany",43507.1,119817.33,1,TRUE
"France",132005.85,130806.99,2,TRUE
"France",80496.71,0,1,TRUE
"Spain",88947.56,0,2,FALSE
"Germany",12639.67,80931.75,1,TRUE
"France",94248.16,0,3,TRUE
"Germany",11865.76,132178.67,1,FALSE
"France",141449.86,0,2,FALSE
"Spain",149457.81,0,2,FALSE
"France",119814.25,164769.02,3,TRUE
"Germany",24924.92,107233.85,2,FALSE
"France",139481.53,176227.07,2,FALSE
"France",41268.65,109949.39,2,FALSE
"France",1351.41,0,2,FALSE
"France",147489.76,117738.81,1,TRUE
"Spain",111175.09,133292.45,1,FALSE
"France",95963.14,160474.59,1,FALSE
"France",43128.95,0,2,FALSE
"Germany",137674.96,154393.43,1,TRUE
"Germany",153383.54,110827.49,1,TRUE
"Germany",96660.76,145750.45,2,FALSE
"Spain",115818.16,109044.3,1,FALSE
"France",37898.5,75170.54,1,FALSE
"France",145222.93,0,2,FALSE
"France",41219.09,105795.9,1,FALSE
"France",59249.83,0,2,FALSE
"Spain",116747.62,0,2,FALSE
"France",116249.72,0,1,TRUE
"France",61257.83,118097.87,1,FALSE
"Germany",141798.98,172693.54,1,FALSE
"France",102638.35,129440.3,2,FALSE
"Spain",13210.56,0,2,FALSE
"France",35550.97,96471.2,1,FALSE
"France",104469.06,0,1,TRUE
"Spain",142935.83,140197.18,1,FALSE
"France",195486.28,0,2,FALSE
"France",63170,135946.26,1,FALSE
"France",58320.06,0,2,FALSE
"Germany",177747.03,81290.02,3,TRUE
"France",19632.64,0,1,TRUE
"Germany",18424.24,113715.36,1,TRUE
"Spain",18897.78,168883.08,1,FALSE
"Germany",97879.02,143421.74,1,FALSE
"France",63197.88,153644.39,1,FALSE
"Spain",75860.01,109330.06,1,FALSE
"Germany",78622.46,115095.88,2,FALSE
"France",23598.23,0,1,TRUE
"Spain",13460.27,183276.32,1,FALSE
"France",19998.31,68193.72,1,FALSE
"France",185075.63,0,2,FALSE
"Germany",135815.38,139729.54,1,FALSE
"Spain",44251.33,98365.33,1,FALSE
"France",136349.55,0,2,FALSE
"Germany",52693.99,122453.97,2,FALSE
"Germany",93767.03,132174.41,2,FALSE
"Spain",197866.55,0,2,FALSE
"France",126812.85,0,2,FALSE
"Spain",79503.05,104349.45,1,FALSE
"Germany",129936.53,138881.04,1,TRUE
"Germany",175094.62,116968.91,1,FALSE
"Germany",130379.5,105346.03,2,FALSE
"France",153228,136623.19,1,FALSE
"France",111285.85,0,2,FALSE
"France",49553.38,0,1,TRUE
"France",98015.85,0,2,FALSE
"France",88481.32,124445.52,1,FALSE
"France",66879.27,68999.66,2,FALSE
"Spain",24802.77,85768.42,1,FALSE
"France",21312.16,0,1,TRUE
"Spain",190263.78,100628,2,FALSE
"Spain",72873.33,0,1,FALSE
"Spain",57764.65,0,2,FALSE
"France",110273.84,0,1,TRUE
"Spain",55500.17,0,2,FALSE
"France",57541.08,125647.36,1,TRUE
"Germany",90384.26,100375.39,1,FALSE
"France",120694.35,0,1,FALSE
"France",178028.96,171922.72,1,FALSE
"Germany",180990.29,146810.99,2,FALSE
"Germany",155407.21,109032.23,1,TRUE
"France",33676.48,0,1,TRUE
"Spain",89666.28,0,1,FALSE
"France",127558.26,128653.59,1,FALSE
"France",77272.62,80387.81,1,FALSE
"France",107665.68,0,2,TRUE
"Germany",184044.8,108508.82,3,TRUE
"France",91510.71,155978.17,1,FALSE
"France",87363.56,0,1,FALSE
"Germany",117505.07,121175.56,1,TRUE
"France",180626.68,89349.47,2,FALSE
"Spain",93478.96,86131.71,2,FALSE
"France",114672.64,102346.86,1,FALSE
"Germany",13387.88,121263.62,1,FALSE
"France",173240.52,0,2,FALSE
"Spain",27557.18,0,1,TRUE
"France",5552.37,0,2,FALSE
"Germany",88307.87,149726.08,1,TRUE
"France",33879.26,0,2,TRUE
"France",181429.87,161274.05,2,FALSE
"France",102655.31,0,2,FALSE
"Spain",96555.42,103138.17,1,FALSE
"Germany",189366.03,109628.44,1,FALSE
"France",12847.61,0,1,TRUE
"Germany",143433.33,97286.16,2,FALSE
"France",183983.82,118004.26,1,FALSE
"Spain",169137.24,85534.83,1,FALSE
"France",163365.85,0,1,TRUE
"Spain",123181.44,95140.44,2,TRUE
"France",16447.6,0,1,TRUE
"France",173948.4,0,2,FALSE
"Germany",192154.66,75900.84,1,FALSE
"France",198224.38,126619.27,1,FALSE
"France",67202.74,111833.47,1,FALSE
"Spain",68789.93,0,2,FALSE
"France",147964.99,238387.56,1,TRUE
"France",161069.73,108698.96,2,FALSE
"France",127749.61,112687.69,1,FALSE
"Germany",191914.37,81556.89,2,FALSE
"France",185791.9,136596.85,1,FALSE
"Germany",184570.04,98807.45,1,TRUE
"France",130446.65,0,2,FALSE
"France",82867.55,0,2,FALSE
"France",187632.22,107499.7,1,FALSE
"Spain",56759.79,0,2,FALSE
"France",34180.33,0,2,FALSE
"France",158545.25,0,2,FALSE
"France",182337.98,176024.05,2,FALSE
"France",84175.34,0,2,FALSE
"Germany",22197.8,127631.62,1,TRUE
"Spain",189641.11,0,1,FALSE
"Germany",154491.39,109819.16,2,FALSE
"Spain",90020.74,138734.94,1,FALSE
"Germany",197264.35,111363.1,2,FALSE
"France",31933.06,0,2,FALSE
"Germany",8755.69,143988,2,TRUE
